"Date Needed","Work Order Number","Recipe ID","Recipe Name","Sub Recipe Name","Production Minimum Needs Amount","Cook Methods","WO Cooked Portions","Target Portions","Cooked Portions Excess","Staging Status","Staging Comment","Kitchen Status","Unlocked ETA","Work Order Comment"
"2026-05-31 - 2","24-43","REC-013423-4-005","FV0601A - Mozzarella Burger & Roasted Potatoes [BNL]","Roasted Garlic and Parsley Roasted Potato - SH","0","BRAISER, OVEN, SPICE PORTIONING","","1341","-1341","Not Started","","Not Started","",""
"2026-05-31 - 2","24-49","REC-013948-4-003","FV0651A - BBQ Chickpeas & Roasted Cabbage Slaw [BNL]","Green beans - S&P Roasted Green Beans, 40mm Cut -  Less Salt","0","HAND MIX, SPICE PORTIONING","","1399","-1399","Not Started","","Not Started","",""
"2026-05-31 - 2","24-50","REC-013948-4-003","FV0651A - BBQ Chickpeas & Roasted Cabbage Slaw [BNL]","Polenta - with Mascarpone and Parmesan - Quick Cook","0","BRAISER, SPICE PORTIONING","","1399","-1399","Not Started","","Not Started","",""
"2026-05-31 - 2","24-6","REC-013950-4-003","FV0713A - Cabbage in cheese sauce with minced beef [DKSE]","Cabbage - Cheesy Cabbage Casserole","0","BRAISER, SPICE PORTIONING","","3925","-3925","Not Started","","Not Started","",""
"2026-06-01 - 1","24-31","REC-014227-4-003","FV0345A - Beef Stroganoff Meatballs [DKSE]","Cauliflower Gratin- No Onions","0","BRAISER, IMMERSION BLENDER, SPICE PORTIONING","","4967","-4967","Not Started","","Not Started","",""
"2026-06-01 - 1","24-32","REC-014227-4-003","FV0345A - Beef Stroganoff Meatballs [DKSE]","F_ Meatball 2.1 - Basic Beef - EACH","0","HORIZONTAL MIXER, OVEN, PATTY MAKER, PLANETARY MIXER","","4967","-4967","Not Started","","Not Started","",""
"2026-06-01 - 1","24-33","REC-014227-4-003","FV0345A - Beef Stroganoff Meatballs [DKSE]","Roasted Portobello's- Less Garlic","0","BRAISER, OVEN, SPICE PORTIONING","","4967","-4967","Not Started","","Not Started","",""
"2026-06-01 - 1","24-34","REC-014227-4-003","FV0345A - Beef Stroganoff Meatballs [DKSE]","Stroganoff Sauce (thick sliced)","0","BRAISER, IMMERSION BLENDER, SPICE PORTIONING","","4967","-4967","Not Started","","Not Started","",""
"2026-06-01 - 1","24-40","REC-013423-4-005","FV0601A - Mozzarella Burger & Roasted Potatoes [BNL]","Mixed veg - Summer Zucchini Roast","0","OVEN","","1341","-1341","Not Started","","Not Started","",""
"2026-06-01 - 1","24-41","REC-013423-4-005","FV0601A - Mozzarella Burger & Roasted Potatoes [BNL]","Mozzarella + Parsley Mix","0","HAND MIX","","1341","-1341","Not Started","","Not Started","",""
"2026-06-01 - 1","24-44","REC-013423-4-005","FV0601A - Mozzarella Burger & Roasted Potatoes [BNL]","Smokehouse Ketchup","0","BRAISER, IMMERSION BLENDER, SPICE PORTIONING","","1341","-1341","Not Started","","Not Started","",""
"2026-06-01 - 1","24-45","REC-013948-4-003","FV0651A - BBQ Chickpeas & Roasted Cabbage Slaw [BNL]","Cabbage - Roasted Green Cabbage","0","OVEN","","1399","-1399","Not Started","","Not Started","",""
"2026-06-01 - 1","24-46","REC-013948-4-003","FV0651A - BBQ Chickpeas & Roasted Cabbage Slaw [BNL]","Chickpeas - BBQ Chickpeas","0","BRAISER, HAND MIX, IMMERSION BLENDER, OVEN, SPICE PORTIONING","","1399","-1399","Not Started","","Not Started","",""
"2026-06-01 - 1","24-47","REC-013948-4-003","FV0651A - BBQ Chickpeas & Roasted Cabbage Slaw [BNL]","Corn - Chive-garlic corn kernels","0","HAND MARINADE, OVEN","","1399","-1399","Not Started","","Not Started","",""
"2026-06-01 - 1","24-48","REC-013948-4-003","FV0651A - BBQ Chickpeas & Roasted Cabbage Slaw [BNL]","FA-DE Cheese, White Cheddar, Shredded /Käse, weißer Cheddar, gerieben","0","","","1399","-1399","Not Started","","Not Started","",""
"2026-06-01 - 1","24-7","REC-013950-4-003","FV0713A - Cabbage in cheese sauce with minced beef [DKSE]","FA-DE Cheese, White Cheddar, Shredded /Käse, weißer Cheddar, gerieben","0","","","3925","-3925","Not Started","","Not Started","",""
"2026-06-01 - 1","24-8","REC-013950-4-003","FV0713A - Cabbage in cheese sauce with minced beef [DKSE]","Mixed veg - Garlic Chili Green Beans & Red Bell Peppers","0","IMMERSION BLENDER, OVEN","","3925","-3925","Not Started","","Not Started","",""
"2026-06-01 - 1","24-9","REC-013950-4-003","FV0713A - Cabbage in cheese sauce with minced beef [DKSE]","Tomato Ground Beef Mix","0","BRAISER, IMMERSION BLENDER, SPICE PORTIONING","","3925","-3925","Not Started","","Not Started","",""
"2026-06-01 - 1","24-20","REC-013489-4-003","FV0794A - Loaded Bacon Shredded Chicken [BNL]","Bacon Chicken Casserole","0","BRAISER, HAND MIX, HOT SHREDDER, IMMERSION BLENDER, MARINADE, OVEN, SPICE PORTIONING","","2949","-2949","Not Started","","Not Started","",""
"2026-06-01 - 1","24-21","REC-013489-4-003","FV0794A - Loaded Bacon Shredded Chicken [BNL]","Extra Crispy Diced Bacon","0","OVEN","","2949","-2949","Not Started","","Not Started","",""
"2026-06-01 - 1","24-22","REC-013489-4-003","FV0794A - Loaded Bacon Shredded Chicken [BNL]","Green Beans CUT 1-1/2 - Fresh","0","OVEN","","2949","-2949","Not Started","","Not Started","",""
"2026-06-01 - 1","24-23","REC-013489-4-003","FV0794A - Loaded Bacon Shredded Chicken [BNL]","Ranch Sour Cream Batch - PH","0","HAND MIX, OVEN, SPICE PORTIONING","","2949","-2949","Not Started","","Not Started","",""
"2026-06-01 - 2","24-25","REC-014049-4-006","FV0130A - Pulled Chicken Burrito Bowl - [BNL]","Diced Chicken - Batch for Taco Bowl","0","BRINE, HAND MIX, MARINADE, OVEN, SPICE PORTIONING","","1719","-1719","Not Started","","Not Started","",""
"2026-06-01 - 2","24-29","REC-014049-4-006","FV0130A - Pulled Chicken Burrito Bowl - [BNL]","Roasted Green and Red Bell Peppers - Diced - reduced salt","0","OVEN","","1719","-1719","Not Started","","Not Started","",""
"2026-06-01 - 2","24-30","REC-014049-4-006","FV0130A - Pulled Chicken Burrito Bowl - [BNL]","Sauce - Cilantro Sour Cream","0","CUPPING, IMMERSION BLENDER","","1719","-1719","Not Started","","Not Started","",""
"2026-06-01 - 2","24-11","REC-014197-4-006","FV0281A - Baja Salmon [BNL]","Compound butter - Chili-Garlic Butter - master batch","0","PLANETARY MIXER, SCOOPER (BUTTER)","","6626","-6626","Not Started","","Not Started","",""
"2026-06-01 - 2","24-13","REC-014197-4-006","FV0281A - Baja Salmon [BNL]","Salmon - BAJA Salmon - Batch","0","HAND MARINADE, IMMERSION BLENDER, OVEN, THAW","","6626","-6626","Not Started","","Not Started","",""
"2026-06-01 - 2","24-14","REC-014197-4-006","FV0281A - Baja Salmon [BNL]","Sauce - Cilantro Sour Cream","0","CUPPING, IMMERSION BLENDER","","6626","-6626","Not Started","","Not Started","",""
"2026-06-01 - 2","24-17","REC-013607-4-003","FV0972A - Salmon Piccata [BNL]","Garlic Herb Marinated Salmon","0","HAND MARINADE, IMMERSION BLENDER, OVEN, THAW","","3515","-3515","Not Started","","Not Started","",""
"2026-06-01 - 2","24-18","REC-013607-4-003","FV0972A - Salmon Piccata [BNL]","Parmesan Cauliflower Mash - Rice - HTD - Batch","0","BRAISER, SPICE PORTIONING","","3515","-3515","Not Started","","Not Started","",""
"2026-06-02 - 1","24-24","REC-014049-4-006","FV0130A - Pulled Chicken Burrito Bowl - [BNL]","Corn - Red Chili pulled Pork","0","OVEN","","1719","-1719","Not Started","","Not Started","",""
"2026-06-02 - 1","24-26","REC-014049-4-006","FV0130A - Pulled Chicken Burrito Bowl - [BNL]","FA-DE Cheese, White Cheddar, Shredded /Käse, weißer Cheddar, gerieben","0","","","1719","-1719","Not Started","","Not Started","",""
"2026-06-02 - 1","24-27","REC-014049-4-006","FV0130A - Pulled Chicken Burrito Bowl - [BNL]","Rice - Shredded Chicken Taco Bowl Rice & Beans - Parboiled Rice","0","HAND MIX, OVEN","","1719","-1719","Not Started","","Not Started","",""
"2026-06-02 - 1","24-28","REC-014049-4-006","FV0130A - Pulled Chicken Burrito Bowl - [BNL]","Roasted Green Onions","0","OVEN","","1719","-1719","Not Started","","Not Started","",""
"2026-06-02 - 1","24-10","REC-014197-4-006","FV0281A - Baja Salmon [BNL]","Broccoli - S&P Broccoli FLORETS - less salt","0","HAND MIX, IMMERSION BLENDER","","6626","-6626","Not Started","","Not Started","",""
"2026-06-02 - 1","24-12","REC-014197-4-006","FV0281A - Baja Salmon [BNL]","Mexican Cauliflower Rice","0","OVEN","","6626","-6626","Not Started","","Not Started","",""
"2026-06-02 - 1","24-15","REC-013607-4-003","FV0972A - Salmon Piccata [BNL]","Broccoli - S&P Broccoli FLORETS - less salt","0","HAND MIX, IMMERSION BLENDER","","3515","-3515","Not Started","","Not Started","",""
"2026-06-02 - 1","24-16","REC-013607-4-003","FV0972A - Salmon Piccata [BNL]","Capers","0","","","3515","-3515","Not Started","","Not Started","",""
"2026-06-02 - 1","24-19","REC-013607-4-003","FV0972A - Salmon Piccata [BNL]","Sauce - Piccata Sauce - Lower Fat","0","BRAISER, IMMERSION BLENDER, SPICE PORTIONING","","3515","-3515","Not Started","","Not Started","",""
